id,p_id,week,mins,start,pos,n_goal,p_goal,p_miss,sht_on,sht_off,sht_post,fld,fld_p,off,ast,key,own,ylw,ylw2,red,fl,fl_p,tck,intr,head,blk,clr,n_con,p_con,o_con,p_sav,c_sav,pn_sav
3745,56061,12,90,TRUE,ML,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1,2,3,0,3,0,0,0,0,0,0
3746,56046,12,83,TRUE,AMR,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3747,56031,12,90,TRUE,AMC,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0
3748,56016,12,65,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
3749,56001,12,78,TRUE,AMC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3750,55986,12,90,TRUE,DL,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,2,0,1,0,0,0,0,0,0
3751,55971,12,90,TRUE,GK,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3752,55956,12,18,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3753,55941,12,90,TRUE,MR,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,4,0,3,0,0,0,0,0,0
3754,55926,12,85,TRUE,DL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0
3755,55911,12,90,TRUE,DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,5,0,0,0,0,0,0
3756,55896,12,19,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3757,55866,12,90,TRUE,DC,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,2,0,6,0,0,0,0,0,0
3758,55851,12,90,TRUE,DMC,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,2,0,1,2,1,0,2,0,0,0,0,0,0
3759,55836,12,90,TRUE,DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,4,0,0,0,0,0,0
3760,55821,12,90,TRUE,DL,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,3,0,0,5,0,0,0,0,0,0
3761,55806,12,90,TRUE,MC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3762,55791,12,90,TRUE,DL,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,2,1,3,0,0,0,0,0,0
3763,55776,12,90,TRUE,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0
3764,55761,12,45,FALSE,Sub,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3765,55746,12,89,TRUE,MC,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,3,0,0,0,0,0,0
3766,55731,12,90,TRUE,DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,2,0,5,0,0,0,0,0,0
3767,55716,12,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3768,55701,12,75,TRUE,AMR,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0
3769,55686,12,82,TRUE,DMC,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0
3770,55671,12,90,TRUE,DC,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,2,0,5,0,0,0,0,0,0
3771,55656,12,90,TRUE,DR,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,3,0,0,1,0,0,0,0,0,0
3772,55641,12,90,TRUE,DL,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,0
3773,55626,12,90,TRUE,AML,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0
3774,55611,12,90,TRUE,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,3,0
3775,55596,12,90,TRUE,DMC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,7,5,0,7,0,0,0,0,0,0
3776,55581,12,84,TRUE,AML,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3777,55566,12,90,TRUE,DR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,6,0,0,0,0,0,0
3778,55551,12,65,TRUE,DMC,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0
3779,55536,12,90,TRUE,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
3780,55521,12,90,TRUE,DR,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,4,0,1,2,0,0,0,0,0,0
3781,55506,12,89,TRUE,AML,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
3782,55491,12,90,TRUE,MR,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
3783,55476,12,89,TRUE,MC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,0,1,1,0,0,0,0,0,0
3784,55461,12,90,TRUE,DR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,1,0,0,1,0,0,0,0,0,0
3785,55446,12,90,TRUE,DMC,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0
3786,55431,12,90,TRUE,DMC,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,3,0,0,0,0,0,0,0,0
3787,55416,12,90,TRUE,DL,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,1,1,1,0,1,0,0,0,0,0,0
3788,55401,12,90,TRUE,AMC,0,0,0,0,0,0,5,0,0,1,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3789,55386,12,90,TRUE,FW,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0
3790,55371,12,90,TRUE,AMR,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3791,55356,12,90,TRUE,AMC,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3792,55341,12,90,TRUE,AML,0,0,0,0,2,0,2,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3793,55326,12,20,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3794,55311,12,90,TRUE,DMC,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0
3795,55296,12,90,TRUE,DR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,0,0,0,0,0
3796,55281,12,87,TRUE,DMC,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0
3797,55266,12,90,TRUE,AMR,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0
3798,55251,12,90,TRUE,DC,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0
3799,55221,12,84,TRUE,AMC,0,0,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
3800,55206,12,90,TRUE,DC,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,6,1,0,3,0,0,0,0,0,0
3801,55191,12,90,TRUE,MC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
3802,55176,12,64,TRUE,AML,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3803,55161,12,90,TRUE,MC,0,0,0,1,1,1,4,0,1,0,1,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0,0
3804,55146,12,90,TRUE,DL,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0
3805,55131,12,90,TRUE,DMC,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0
3806,55116,12,90,TRUE,DR,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,5,0,7,0,0,0,0,0,0
3807,55101,12,90,TRUE,DC,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,6,3,0,3,0,0,0,0,0,0
3808,55086,12,90,TRUE,DMC,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0
3809,55071,12,90,TRUE,MC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0
3810,55056,12,90,TRUE,DR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,3,5,0,4,0,0,0,0,0,0
3811,55041,12,90,TRUE,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0
3812,55026,12,90,TRUE,DR,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,7,0,1,0,3,0,0,0,0,0,0
3813,55011,12,90,TRUE,DMC,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,3,2,2,5,0,0,0,0,0,0
3814,54996,12,90,TRUE,DL,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,2,3,1,1,1,0,0,0,0,0,0
3815,54981,12,90,TRUE,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0
3816,54966,12,90,TRUE,DMC,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0
3817,54951,12,83,TRUE,AMR,0,0,0,2,1,0,4,0,2,0,1,0,1,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0
3818,54936,12,90,TRUE,DC,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,8,0,10,0,0,0,0,0,0
3819,54921,12,90,TRUE,ML,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0
3820,54906,12,90,TRUE,DC,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,4,1,2,7,0,0,0,0,0,0
3821,54891,12,90,TRUE,DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,7,0,0,0,0,0,0
3822,54876,12,90,TRUE,FW,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,2,0,1,0,3,0,1,0,0,0,0,0,0
3823,54861,12,90,TRUE,DL,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,0,0
3824,54846,12,90,TRUE,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0
3825,54831,12,78,TRUE,AMC,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3826,54816,12,90,TRUE,DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,5,0,0,0,0,0,0
3827,54801,12,90,TRUE,DL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
3828,54786,12,90,TRUE,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,2,0
3829,54771,12,90,TRUE,DMC,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,4,0,1,1,0,0,0,0,0,0
3830,54756,12,79,TRUE,AMC,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,1,1,0,0,0,0,0,0
3831,54741,12,68,TRUE,FW,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
3832,54726,12,90,TRUE,MR,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
3833,54711,12,90,TRUE,DC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,8,0,0,0,0,0,0
3834,54696,12,90,TRUE,ML,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0
3835,54681,12,90,TRUE,MC,1,0,0,1,0,0,1,0,0,0,3,0,0,0,0,3,1,1,9,1,0,2,0,0,0,0,0,0
3836,54666,12,90,TRUE,FW,0,1,0,2,0,0,1,1,3,0,0,0,0,0,0,2,0,2,1,2,0,0,0,0,0,0,0,0
3837,54651,12,90,TRUE,MR,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
3838,54636,12,90,TRUE,DC,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,3,4,0,4,0,0,0,0,0,0
3839,54621,12,90,TRUE,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0
3840,54606,12,90,TRUE,FW,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3841,54591,12,90,TRUE,FW,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0
3842,54576,12,70,TRUE,MC,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0
3843,54561,12,90,TRUE,MR,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
3844,54546,12,76,TRUE,DR,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,3,0,0,0,0,0,0
3845,54531,12,90,TRUE,DC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,10,0,0,0,0,0,0
3846,54516,12,90,TRUE,GK,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,4,0
3847,54501,12,90,TRUE,FW,1,0,0,1,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3848,54486,12,90,TRUE,DMC,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
3849,54471,12,90,TRUE,AMC,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
3850,54456,12,90,TRUE,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,1,0
3851,54441,12,6,FALSE,Sub,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3852,54426,12,90,TRUE,GK,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0
3853,54411,12,90,TRUE,MR,0,0,0,1,2,0,2,0,0,0,2,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0,0,0
3854,54396,12,90,TRUE,MC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
3855,54381,12,90,TRUE,DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,0,0,0,0,0
3856,54366,12,90,TRUE,FW,1,0,0,2,3,0,2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
3857,54351,12,90,TRUE,DC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0
3858,54336,12,90,TRUE,DC,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,4,1,1,2,0,0,0,0,0,0
3859,54321,12,90,TRUE,AMR,0,1,0,1,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3860,61161,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3861,61116,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3862,61041,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3863,60771,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3864,60756,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3865,60666,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3866,60636,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3867,60606,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3868,60546,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3869,60501,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3870,60306,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3871,60291,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3872,60231,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3873,60141,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3874,60096,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3875,60051,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3876,59961,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3877,59946,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3878,59931,13,14,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
3879,59916,13,73,TRUE,MC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0
3880,59901,13,90,TRUE,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0
3881,59886,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3882,59871,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3883,59856,13,21,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3884,59841,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3885,59811,13,90,TRUE,DC,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,2,0,2,3,2,2,15,0,0,0,0,0,0
3886,59781,13,90,TRUE,DL,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,1,3,3,0,1,0,0,0,0,0,0
3887,59766,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3888,59631,13,10,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
3889,59601,13,65,FALSE,Sub,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0
3890,59436,13,64,TRUE,DMC,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3891,59421,13,90,TRUE,FW,0,0,0,3,0,0,2,0,3,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0
3892,59391,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3893,59361,13,90,TRUE,DR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,4,0,0,0,0,0,0
3894,59346,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3895,59301,13,4,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3896,59226,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3897,59196,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3898,59181,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3899,59046,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3900,59031,13,90,TRUE,DL,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,3,1,0,0,2,0,0,0,0,0,0
3901,59001,13,89,TRUE,AMC,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0
3902,58986,13,27,FALSE,Sub,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3903,58971,13,90,TRUE,DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,9,0,0,0,0,0,0
3904,58956,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3905,58941,13,69,TRUE,DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0
3906,58926,13,41,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3907,58911,13,90,TRUE,DMC,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,3,0,2,3,3,1,5,0,0,0,0,0,0
3908,58896,13,27,FALSE,Sub,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3909,58851,13,90,TRUE,DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,0,3,0,0,0,0,0,0
3910,58836,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3911,58821,13,45,FALSE,Sub,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,0,0,0
3912,58806,13,1,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3913,58791,13,24,FALSE,Sub,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3914,58746,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3915,58731,13,20,TRUE,MC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
3916,58701,13,76,TRUE,FW,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,2,0,4,1,2,0,0,0,0,0,0
3917,58686,13,21,FALSE,Sub,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3918,58671,13,90,TRUE,DC,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,0,0,0,0,0,0
3919,58656,13,90,TRUE,DC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,4,0,2,8,0,0,0,0,0,0
3920,58641,13,90,TRUE,DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,10,0,0,0,0,0,0
3921,58626,13,90,TRUE,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,1,0
3922,58611,13,61,TRUE,AMC,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0
3923,58566,13,63,TRUE,AML,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
3924,58551,13,90,TRUE,ML,0,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0
3925,58506,13,90,TRUE,DL,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,0,0,3,2,1,5,0,0,0,0,0,0
3926,58491,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3927,58476,13,63,TRUE,AML,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0
3928,58461,13,70,TRUE,DMC,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
3929,58446,13,70,TRUE,AMR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
3930,58431,13,0,FALSE,Sub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
